 0.00000000000000e+00	  1.00000000000000e+00
 1.00000000000000e-01	  9.97501562066040e-01
 2.00000000000000e-01	  9.90024972239576e-01
 3.00000000000000e-01	  9.77626246538296e-01
 4.00000000000000e-01	  9.60398226659563e-01
 5.00000000000000e-01	  9.38469807240813e-01
 6.00000000000000e-01	  9.12004863497211e-01
 7.00000000000000e-01	  8.81200888607405e-01
 8.00000000000000e-01	  8.46287352750480e-01
 9.00000000000000e-01	  8.07523798122545e-01
 1.00000000000000e+00	  7.65197686557967e-01
 1.10000000000000e+00	  7.19622018527511e-01
 1.20000000000000e+00	  6.71132744264363e-01
 1.30000000000000e+00	  6.20085989561509e-01
 1.40000000000000e+00	  5.66855120374289e-01
 1.50000000000000e+00	  5.11827671735918e-01
 1.60000000000000e+00	  4.55402167639381e-01
 1.70000000000000e+00	  3.97984859446109e-01
 1.80000000000000e+00	  3.39986411042558e-01
 1.90000000000000e+00	  2.81818559374385e-01
 2.00000000000000e+00	  2.23890779141236e-01
 2.10000000000000e+00	  1.66606980331990e-01
 2.20000000000000e+00	  1.10362266922174e-01
 2.30000000000000e+00	  5.55397844456019e-02
 2.40000000000000e+00	  2.50768329724367e-03
 2.50000000000000e+00	 -4.83837764681980e-02
 2.60000000000000e+00	 -9.68049543970382e-02
 2.70000000000000e+00	 -1.42449370046012e-01
 2.80000000000000e+00	 -1.85036033364387e-01
 2.90000000000000e+00	 -2.24311545791968e-01
 3.00000000000000e+00	 -2.60051954901933e-01
 3.10000000000000e+00	 -2.92064347650698e-01
 3.20000000000000e+00	 -3.20188169657123e-01
 3.30000000000000e+00	 -3.44296260398885e-01
 3.40000000000000e+00	 -3.64295596762000e-01
 3.50000000000000e+00	 -3.80127739987263e-01
 3.60000000000000e+00	 -3.91768983700798e-01
 3.70000000000000e+00	 -3.99230203371191e-01
 3.80000000000000e+00	 -4.02556410178564e-01
 3.90000000000000e+00	 -4.01826014887640e-01
 4.00000000000000e+00	 -3.97149809863847e-01
 4.10000000000000e+00	 -3.88669679835854e-01
 4.20000000000000e+00	 -3.76557054367567e-01
 4.30000000000000e+00	 -3.61011117236535e-01
 4.40000000000000e+00	 -3.42256790003885e-01
 4.50000000000000e+00	 -3.20542508985121e-01
 4.60000000000000e+00	 -2.96137816574141e-01
 4.70000000000000e+00	 -2.69330789419753e-01
 4.80000000000000e+00	 -2.40425327291183e-01
 4.90000000000000e+00	 -2.09738327585326e-01
 5.00000000000000e+00	 -1.77596771314339e-01
 5.10000000000000e+00	 -1.44334747060501e-01
 5.20000000000000e+00	 -1.10290439790986e-01
 5.30000000000000e+00	 -7.58031115855833e-02
 5.40000000000000e+00	 -4.12101012449913e-02
 5.50000000000000e+00	 -6.84386941781945e-03
 5.60000000000000e+00	  2.69708846851137e-02
 5.70000000000000e+00	  5.99200097240370e-02
 5.80000000000000e+00	  9.17025675748165e-02
 5.90000000000000e+00	  1.22033354592822e-01
 6.00000000000000e+00	  1.50645257250997e-01
 6.10000000000000e+00	  1.77291422242747e-01
 6.20000000000000e+00	  2.01747222948906e-01
 6.30000000000000e+00	  2.23812006132192e-01
 6.40000000000000e+00	  2.43310604823407e-01
 6.50000000000000e+00	  2.60094605581609e-01
 6.60000000000000e+00	  2.74043360624145e-01
 6.70000000000000e+00	  2.85064737710579e-01
 6.80000000000000e+00	  2.93095603104271e-01
 6.90000000000000e+00	  2.98102035404817e-01
 7.00000000000000e+00	  3.00079270519554e-01
 7.10000000000000e+00	  2.99051380501557e-01
 7.20000000000000e+00	  2.95070691400960e-01
 7.30000000000000e+00	  2.88216947635020e-01
 7.40000000000000e+00	  2.78596232657482e-01
 7.50000000000000e+00	  2.66339657880378e-01
 7.60000000000000e+00	  2.51601833849985e-01
 7.70000000000000e+00	  2.34559139586466e-01
 7.80000000000000e+00	  2.15407807746263e-01
 7.90000000000000e+00	  1.94361844841289e-01
 8.00000000000000e+00	  1.71650807137554e-01
 8.10000000000000e+00	  1.47517454044372e-01
 8.20000000000000e+00	  1.22215301784147e-01
 8.30000000000000e+00	  9.60061008950391e-02
 8.40000000000000e+00	  6.91572616569750e-02
 8.50000000000000e+00	  4.19392518429349e-02
 8.60000000000000e+00	  1.46229912787315e-02
 8.70000000000000e+00	 -1.25227324496686e-02
 8.80000000000000e+00	 -3.92338031765369e-02
 8.90000000000000e+00	 -6.52532468512373e-02
 9.00000000000000e+00	 -9.03336111828949e-02
 9.10000000000000e+00	 -1.14239232683224e-01
 9.20000000000000e+00	 -1.36748370764871e-01
 9.30000000000000e+00	 -1.57655189943447e-01
 9.40000000000000e+00	 -1.76771572751493e-01
 9.50000000000000e+00	 -1.93928747687478e-01
 9.60000000000000e+00	 -2.08978718368925e-01
 9.70000000000000e+00	 -2.21795482031666e-01
 9.80000000000000e+00	 -2.32276027579315e-01
 9.90000000000000e+00	 -2.40341105534693e-01
 1.00000000000000e+01	 -2.45935764451430e-01
